bedrooms,house_size,floor,city,price
5,2568,2,Bengaluru,783582
4,2157,1,Bengaluru,654425
3,3641,3,Gurugram,711114
5,,2,Gurugram,624860
5,3420,1,Gurugram,767342
5,2595,,Bengaluru,797754
3,2014,1,Bengaluru,564041
3,3098,1,Bengaluru,765051
2,2834,2,Noida,397382
4,1501,3,,477444
1,1533,3,,244277
5,3089,1,Noida,578136
2,2540,3,Bengaluru,683120
1,3303,1,Bengaluru,697981
2,773,3,Noida,221495
3,1455,2,Noida,316596
,3147,3,Noida,601576
1,2279,1,Bengaluru,519445
1,880,1,Noida,133969
1,1852,3,Noida,244498
1,978,2,Noida,167796
1,2562,1,Gurugram,428656
2,1015,1,Bengaluru,305607
5,,1,Noida,344963
3,1691,1,Gurugram,389112
3,,1,Noida,472965
3,1660,2,Gurugram,440090
3,2701,3,Bengaluru,710056
2,1911,2,Noida,340489
4,3780,2,Noida,566984
5,771,1,Bengaluru,450587
1,642,2,Noida,134559
4,,1,Gurugram,545227
3,1592,2,Gurugram,425463
4,2794,1,Noida,498016
5,,1,Bengaluru,1054042
1,1287,2,Bengaluru,296679
1,2626,2,Gurugram,441977
5,2181,3,Noida,513501
5,1122,3,Gurugram,499290
3,3072,3,Gurugram,652304
1,3319,2,Gurugram,582451
4,1437,2,Bengaluru,492174
2,3901,1,Noida,496463
2,3760,3,Gurugram,681603
5,1618,1,Gurugram,512746
3,1116,1,Gurugram,345990
2,1531,1,Bengaluru,419914
1,566,1,Noida,132508
5,690,3,Gurugram,382925
4,3937,1,Bengaluru,1023893
5,,2,Gurugram,750018
4,1020,2,Gurugram,401318
5,1489,2,Gurugram,479027
5,1640,3,Bengaluru,608327
5,2814,1,Bengaluru,798914
4,2134,3,Gurugram,560219
4,3032,1,Noida,515829
5,3869,3,Bengaluru,1068572
2,1687,3,Gurugram,348374
3,,1,Gurugram,293927
3,1152,3,Bengaluru,418469
3,3839,1,Gurugram,716078
4,1048,2,Noida,335460
4,1597,2,Bengaluru,493456
2,572,2,Gurugram,203245
3,2855,3,Gurugram,636499
3,698,2,Noida,237072
5,3701,1,,800768
4,2281,2,Noida,446807
3,1071,2,Gurugram,332631
2,1290,3,Gurugram,341427
2,2138,1,Bengaluru,540197
3,2331,3,Gurugram,544890
4,2355,3,Bengaluru,702841
,2010,1,Bengaluru,497013
,1674,,Bengaluru,586762
2,3777,1,Noida,495133
1,678,2,Bengaluru,156175
1,2744,,Gurugram,436295
4,1234,,Noida,305439
3,2636,1,Noida,437892
4,1298,3,Bengaluru,459804
4,1287,1,Noida,348102
4,3295,,Noida,518860
4,,1,Bengaluru,957870
5,708,2,Bengaluru,410347
5,992,1,Gurugram,405570
2,3701,3,,487167
1,3212,1,Noida,349872
4,3584,1,Gurugram,748136
2,2157,,Noida,346853
1,3418,1,Gurugram,586284
3,1231,3,Noida,304735
5,1629,1,Bengaluru,590952
1,3946,3,Gurugram,656477
3,2105,2,Noida,389489
1,3245,1,Bengaluru,717253
5,3670,2,Noida,631043
5,,1,Gurugram,424911
2,3433,3,Bengaluru,816064
4,3399,2,Gurugram,738980
1,1715,1,Gurugram,286373
1,824,3,Gurugram,172325
3,1478,2,Noida,287563
5,2249,1,Noida,476004
1,2350,2,Bengaluru,549106
5,3503,1,Gurugram,740530
1,1990,3,Noida,280880
2,1393,3,,293175
4,1890,2,Bengaluru,603463
1,3889,2,Bengaluru,807422
5,643,1,Gurugram,366871
,883,3,Bengaluru,311445
1,2763,1,Bengaluru,605747
3,3932,3,Noida,576835
4,2871,2,Noida,479182
1,3586,1,Noida,419619
2,716,1,Bengaluru,262771
3,2015,3,Bengaluru,569141
2,3498,3,Bengaluru,820183
2,2730,3,Noida,391647
3,2817,2,Gurugram,583044
2,3492,1,Bengaluru,791797
3,1990,3,Bengaluru,562587
1,3417,2,Noida,422021
3,2135,3,Bengaluru,572146
3,3014,1,Noida,465059
4,2852,3,Bengaluru,810682
3,1667,,Gurugram,382995
3,610,2,Noida,229468
1,1513,2,Bengaluru,354269
4,731,3,Noida,325826
5,2214,1,Bengaluru,698687
1,2255,1,Noida,314962
1,3142,1,Bengaluru,714845
5,2077,3,Bengaluru,701546
3,1796,1,,472254
2,2720,1,Gurugram,486510
4,1472,1,Gurugram,459708
2,1530,1,Noida,257638
5,3726,3,Gurugram,836366
1,3093,3,Bengaluru,689375
1,3095,1,Bengaluru,649998
4,1017,1,Bengaluru,424791
1,1413,2,Gurugram,257135
1,2762,2,Bengaluru,610580
4,2681,1,,735265
4,2832,1,Gurugram,654711
5,3697,2,Noida,638226
1,2444,2,Gurugram,387725
1,1962,1,Bengaluru,434419
5,2372,3,Gurugram,604557
3,3233,3,Bengaluru,836649
3,3723,1,Noida,508642
,2878,1,Bengaluru,723483
5,,2,Gurugram,898106
1,3686,2,Bengaluru,819935
5,3441,3,Noida,600808
5,1807,1,Noida,457200
3,1398,2,Bengaluru,435243
2,1598,3,Bengaluru,466050
1,1689,3,Gurugram,325103
3,1712,3,Noida,331999
2,2625,2,Gurugram,492680
2,3494,2,Noida,475152
4,1187,1,Noida,346960
1,2568,1,,581048
2,,3,Bengaluru,334347
3,1707,3,Noida,314753
4,2394,2,Gurugram,566312
1,3793,,Noida,424259
5,1326,1,Noida,419971
3,1851,,Noida,337130
2,2726,1,Gurugram,524907
2,2311,2,Noida,344226
3,3683,3,Gurugram,741043
2,1582,1,Noida,282563
4,1850,1,Noida,441569
1,3452,2,Noida,406081
,2144,1,Bengaluru,659662
2,3216,3,Bengaluru,778758
5,690,2,Bengaluru,396437
1,1723,1,Gurugram,308315
1,1835,1,Gurugram,344668
3,1207,2,Gurugram,345117
3,3606,2,Noida,532698
5,878,1,Bengaluru,448892
1,886,3,Gurugram,262806
5,2784,2,Gurugram,688249
3,1115,3,Gurugram,324686
3,2042,1,Gurugram,474259
1,2830,3,Bengaluru,636319
4,2548,1,Gurugram,630072
2,2254,1,Gurugram,438157
3,963,1,Gurugram,304817
3,3801,1,Bengaluru,932658
4,1466,3,Gurugram,459726
4,671,1,Gurugram,338453
5,3658,1,Noida,639149
5,1646,3,Bengaluru,656058
2,1342,2,Noida,263189
2,,3,Gurugram,429132
1,2408,3,Bengaluru,552214
5,1189,3,Bengaluru,557296
3,3122,1,Gurugram,621346
,2007,1,Bengaluru,691120
3,2712,1,Noida,449038
4,2524,2,Bengaluru,726133
5,2222,1,Gurugram,623213
4,882,2,Gurugram,352060
2,2756,1,Bengaluru,688567
2,1912,3,Bengaluru,519960
1,2083,1,Noida,260755
5,2771,2,Bengaluru,830605
4,2550,2,Noida,475682
3,,,Bengaluru,325349
2,2210,3,Bengaluru,576659
2,1969,1,Noida,314973
3,1110,1,Bengaluru,332909
4,615,1,Gurugram,312277
4,3841,,Gurugram,820972
5,946,2,Noida,393632
5,1891,3,Noida,444379
1,3824,2,Bengaluru,814449
2,1840,2,Noida,308185
5,914,2,Gurugram,392841
4,3666,3,Bengaluru,939404
3,2308,1,Noida,382531
4,3439,1,Gurugram,718653
2,1547,1,Gurugram,321737
4,3210,1,,831553
1,2373,1,Gurugram,413523
2,1573,,Gurugram,336977
3,1217,3,Gurugram,333255
1,1858,3,Bengaluru,453030
,3650,3,Noida,525112
3,2105,3,Bengaluru,615660
1,3598,3,Gurugram,644152
1,2818,3,Bengaluru,607498
2,1061,1,,240977
5,3351,2,Gurugram,772863
1,2794,3,Bengaluru,655524
1,886,2,Noida,171360
3,1201,3,Noida,273216
4,3106,3,Noida,563314
2,1472,1,Bengaluru,402773
2,1884,2,Gurugram,418154
5,1483,1,Gurugram,470348
5,2011,1,Bengaluru,631325
2,851,2,Gurugram,264566
,2224,1,Bengaluru,714192
3,2451,3,Gurugram,522737
2,1779,3,Bengaluru,472436
5,3793,3,Noida,673021
2,2407,3,Noida,374820
4,1252,3,Gurugram,427833
1,,,Gurugram,548712
2,1524,1,,367062
1,1045,3,Gurugram,234526
5,1969,3,Noida,429550
1,578,1,Gurugram,148838
2,1759,2,Gurugram,395948
4,2881,1,Noida,504041
5,1388,1,Gurugram,459667
2,3920,1,Gurugram,658925
5,3669,1,Gurugram,797350
,1605,1,Noida,309388
1,3049,2,Bengaluru,666616
3,2490,3,Bengaluru,690239
,2000,3,,323331
4,3312,2,Gurugram,744433
5,1420,3,Bengaluru,559488
1,1049,3,Gurugram,261667
5,2561,3,Bengaluru,796489
2,891,2,Noida,214376
5,3918,2,Bengaluru,1039942
1,2857,3,Gurugram,481537
2,2933,3,Noida,421833
5,3780,3,Gurugram,880736
4,1880,1,Bengaluru,576826
2,1473,1,,392252
2,,1,Gurugram,656311
4,3664,2,Noida,621763
3,839,3,Gurugram,321588
1,3144,2,,408685
3,1256,2,Noida,255993
5,1545,2,Gurugram,485257
,2838,3,Bengaluru,781801
3,2853,1,Bengaluru,753321
2,3181,3,Noida,461297
5,3699,3,Gurugram,855967
5,3172,2,Bengaluru,866888
3,1438,2,Bengaluru,479806
3,3844,2,Bengaluru,951986
4,1347,1,Bengaluru,460918
1,941,1,Bengaluru,244261
3,3050,1,Noida,447128
3,629,3,Gurugram,272417
,3703,2,Bengaluru,869587
5,,3,,472484
1,2458,1,Noida,287011
2,2005,2,Gurugram,411365
4,1361,1,Bengaluru,460141
4,3961,2,Bengaluru,1027531
3,3140,2,Gurugram,609488
3,1498,3,Gurugram,408240
4,2872,3,Bengaluru,779884
3,3640,1,Gurugram,706916
1,2995,3,Noida,402618
3,2051,,Bengaluru,579974
5,3366,3,Gurugram,789317
3,2140,2,Gurugram,473136
2,3736,3,Gurugram,688151
1,2011,1,Noida,229942
2,,2,Bengaluru,581354
2,3256,2,,600090
5,1949,3,Gurugram,568173
1,2357,2,Noida,307084
,764,1,Gurugram,135265
1,3159,1,Bengaluru,677955
1,3913,2,Bengaluru,855304
1,3379,3,Bengaluru,752601
5,3849,3,Gurugram,900896
,3221,2,Bengaluru,839374
2,1962,1,Gurugram,407091
1,656,2,Bengaluru,180750
,1945,3,Bengaluru,559101
3,2798,3,Gurugram,612862
2,3425,2,Gurugram,635282
5,2132,,Noida,498722
4,3077,2,Gurugram,682924
4,2874,1,,787116
3,3508,1,Noida,543284
2,1394,2,Noida,237468
,2644,2,Noida,519077
3,1012,1,Bengaluru,377792
5,715,1,Gurugram,431959
4,3703,1,Noida,566271
3,3831,1,Gurugram,767238
3,2672,3,Gurugram,583477
1,3653,2,Gurugram,614238
5,3854,1,Bengaluru,1036898
1,2206,2,Gurugram,403404
2,2606,1,Gurugram,485321
1,2067,2,Noida,274067
1,2708,2,Noida,346942
4,2831,1,Gurugram,626146
3,2653,1,Gurugram,568758
5,1628,2,Gurugram,508283
1,727,2,Noida,151866
5,2865,2,Noida,563254
1,1987,,Bengaluru,486426
2,1301,1,Gurugram,278175
1,2122,3,,526341
4,2405,3,Bengaluru,693679
3,3421,1,Gurugram,669432
2,971,1,Bengaluru,291283
1,1579,3,Gurugram,318276
5,3172,1,Noida,574977
2,2560,2,Gurugram,517023
2,1541,2,Gurugram,352027
1,3241,3,Gurugram,558316
2,3520,3,Gurugram,622051
5,2660,1,Gurugram,676686
2,,1,Noida,193150
5,670,3,Noida,365502
1,794,3,Noida,155692
3,688,2,,245938
2,925,2,Gurugram,245682
3,1476,1,Gurugram,366503
5,1602,2,Noida,424527
2,3205,,Bengaluru,769436
4,1418,1,Bengaluru,488104
3,3753,1,Gurugram,721868
2,998,2,Bengaluru,324448
3,2321,3,Gurugram,528656
2,3309,3,Noida,481186
1,1365,2,Bengaluru,328038
3,1325,3,Noida,314494
,2358,1,,691084
4,2618,3,Gurugram,589854
5,2795,2,Gurugram,694570
2,645,3,Gurugram,253590
3,2141,1,Gurugram,474140
5,1819,1,Noida,420199
3,3129,2,Gurugram,648690
2,969,2,Bengaluru,317389
4,692,2,Gurugram,354248
1,1591,1,Noida,227853
4,3041,3,Gurugram,667279
5,551,3,,370425
1,3429,2,Gurugram,601546
5,2910,3,Gurugram,723638
2,2320,3,Bengaluru,592835
1,3464,2,Gurugram,593047
5,3021,2,Gurugram,731988
2,2369,1,Bengaluru,591256
4,3068,1,Bengaluru,793490
2,2286,1,Noida,362933
3,1954,1,Noida,381072
2,,3,Bengaluru,639602
2,3869,3,Noida,548752
3,3238,1,Bengaluru,836050
5,3769,1,Noida,631170
5,3699,2,Gurugram,830877
2,3079,3,Noida,461239
3,2507,3,,645384
3,1934,1,Bengaluru,542426
4,1339,3,Gurugram,396742
5,3636,2,Bengaluru,1002805
1,,2,Noida,169316
5,3940,3,Noida,674375
5,1035,1,Bengaluru,455615
4,1907,3,Bengaluru,617063
1,582,2,Bengaluru,194649
4,1481,1,Bengaluru,515858
1,1450,3,Gurugram,273201
2,1110,1,Noida,225869
1,1073,1,Bengaluru,278283
4,2833,2,Gurugram,663915
,1488,1,Gurugram,481687
1,958,3,Bengaluru,311084
1,3783,1,Noida,439946
3,2673,1,Bengaluru,685038
5,3984,3,Noida,658337
2,2022,2,Bengaluru,514122
4,2972,2,Gurugram,649820
2,3101,3,Gurugram,592029
5,3157,3,Gurugram,787284
1,2484,,Noida,289213
1,2066,1,Gurugram,342118
5,3729,3,Gurugram,834657
1,2659,1,Gurugram,431591
1,2949,3,Noida,355261
1,621,2,Noida,138883
4,772,1,Noida,286147
4,1817,1,Bengaluru,582170
3,897,3,Noida,281521
2,3018,1,Bengaluru,740451
5,1484,3,Bengaluru,584380
5,,2,Bengaluru,640099
5,1633,1,Bengaluru,588741
3,1801,3,Noida,367908
4,2410,1,Bengaluru,699550
3,3116,3,Gurugram,653091
5,2005,3,Bengaluru,685113
2,3685,3,Bengaluru,903419
1,2416,,Noida,325561
4,3444,1,Gurugram,717652
4,1319,2,Gurugram,464718
3,3400,3,Bengaluru,852458
4,3257,3,Noida,555595
5,2456,2,Noida,498987
5,2868,2,Gurugram,714542
3,678,1,Gurugram,295504
5,1396,3,Bengaluru,529376
2,2766,2,,667652
3,3336,3,Gurugram,702732
2,2472,3,Noida,356013
1,2051,1,Noida,276587
2,991,1,Gurugram,232621
1,560,1,Bengaluru,180158
1,1577,2,Gurugram,308106
2,2203,3,Gurugram,526801
3,3085,2,Bengaluru,801889
5,3395,,Bengaluru,905551
5,3535,1,Noida,612005
1,564,3,Noida,152885
1,1085,3,Gurugram,234486
3,2227,,Bengaluru,596268
4,2718,3,Bengaluru,765445
2,3844,1,Noida,505343
1,1034,2,Noida,148294
5,3962,2,Bengaluru,1051169
3,3240,1,Bengaluru,828659
2,3898,2,Bengaluru,889858
3,2655,2,Gurugram,557311
2,2370,1,Gurugram,437972
2,3733,2,Noida,506218
1,3361,3,Noida,424608
3,1504,2,Gurugram,415047
3,2999,1,Gurugram,607591
5,1729,3,Noida,459215
5,3137,3,Bengaluru,913547
1,1539,2,Noida,195400
1,826,3,Bengaluru,292268
4,1107,1,Noida,340261
5,3206,3,,922779
2,501,2,Noida,165615
3,1533,2,Bengaluru,503079
1,2981,3,Noida,380018
3,624,1,Gurugram,271872
3,1604,1,Bengaluru,469239
4,3032,2,Noida,505691
5,3199,2,Noida,586665
1,2361,1,Bengaluru,532411
3,1673,3,Bengaluru,523070
1,3347,3,Noida,444037
2,3420,3,Noida,494240
4,3911,3,Noida,647460
2,628,1,Noida,158147
1,937,2,Bengaluru,251501
1,,2,Gurugram,276859
5,3048,3,,761498
3,3629,1,Bengaluru,900637
,1721,1,,406895
2,2758,3,Bengaluru,660767
4,1401,3,Gurugram,444809
3,2592,3,Gurugram,550965
5,3668,2,Gurugram,829412
2,1802,3,Noida,335213
2,3082,2,Noida,431981
5,1933,1,Noida,427183
4,3008,1,Noida,500614
5,890,2,Gurugram,420793
,1567,2,Gurugram,464528
5,526,2,Gurugram,359977
5,3341,2,Noida,639479
1,3668,3,Bengaluru,820581
2,3522,1,,468550
,1047,3,Gurugram,454183
5,3168,2,Bengaluru,880136
3,1066,3,Noida,277697
2,1203,3,Bengaluru,355830
3,1742,1,Bengaluru,521498
2,684,3,Noida,180017
3,3640,1,Noida,535268
5,3701,2,Bengaluru,1005864
5,,3,Noida,481876
1,2413,2,Bengaluru,570836
3,1347,1,Gurugram,335406
4,1098,2,Noida,320026
1,1305,2,Noida,259090
3,1857,1,Gurugram,475558
3,3725,2,Gurugram,692461
1,2626,2,Bengaluru,585048
5,3126,2,Bengaluru,896456
3,2378,3,Bengaluru,627375
5,2960,2,Noida,606360
1,1045,1,Bengaluru,269591
5,2132,3,Bengaluru,702681
2,2716,3,Bengaluru,680821
4,3228,1,Gurugram,701502
3,3130,2,Bengaluru,778912
4,3062,3,Gurugram,715605
5,3885,3,Gurugram,865990
3,2579,3,Bengaluru,721974
5,2834,2,Noida,541887
2,3141,3,Noida,408181
1,3614,,Bengaluru,811545
3,2426,2,Noida,427407
2,1116,1,Bengaluru,356564
2,3572,1,Bengaluru,848994
3,2817,3,Noida,462085
5,1703,3,Gurugram,528111
2,2259,3,Bengaluru,579966
4,3065,1,Gurugram,680778
2,3674,2,Bengaluru,860340
5,3581,3,Bengaluru,959616
5,3130,3,Gurugram,747130
4,3661,1,Noida,604377
2,725,2,Bengaluru,264973
5,1169,,Gurugram,479840
3,2263,3,,387079
1,1416,1,Bengaluru,350170
1,2673,3,Bengaluru,594893
1,3503,2,Gurugram,578338
2,3780,,Gurugram,660074
4,,3,Bengaluru,1007793
5,2621,3,Bengaluru,799157
3,1714,3,Bengaluru,508747
3,2205,3,Bengaluru,620945
2,2342,1,Gurugram,456851
1,2483,3,Bengaluru,592829
2,555,,Bengaluru,180214
4,1219,3,Noida,332807
,3100,1,Noida,536930
5,2579,1,Bengaluru,766027
5,1073,3,Noida,372200
4,1166,,Noida,330605
4,783,3,Noida,322772
4,2244,3,Gurugram,580199
2,2734,2,Noida,412552
4,997,3,Gurugram,356296
3,,3,Bengaluru,548563
1,629,3,Bengaluru,228546
4,1138,1,Bengaluru,441702
1,3863,3,Noida,454181
2,2661,,Bengaluru,639056
1,3770,1,Bengaluru,789313
2,2560,1,Bengaluru,611407
3,3842,1,Noida,547384
2,,,Gurugram,694989
2,2991,3,Bengaluru,726451
5,2994,1,Bengaluru,855005
4,1485,3,Bengaluru,541665
4,1492,1,Gurugram,431772
3,3262,2,Gurugram,650357
3,2621,1,Bengaluru,668954
4,3084,3,Noida,503048
5,600,,,412998
4,2723,2,Bengaluru,793871
5,926,3,Bengaluru,448669
3,3688,3,Noida,523398
1,3737,1,Noida,421245
3,540,3,Bengaluru,293810
3,928,1,Bengaluru,335494
2,843,2,Gurugram,235996
2,3995,3,Gurugram,727591
2,865,1,Noida,198516
2,,3,Bengaluru,875565
5,1108,1,Bengaluru,475696
4,3204,2,Bengaluru,854540
1,,1,Gurugram,205610
,2776,3,Bengaluru,753913
5,1324,1,Gurugram,463647
1,3701,3,Gurugram,665371
5,1875,2,Bengaluru,655222
5,1388,1,Noida,397328
3,2543,3,Gurugram,531729
4,1841,3,Bengaluru,565524
2,3531,3,Gurugram,680616
4,3383,1,Noida,559530
3,3908,1,Gurugram,775507
3,1796,1,,448024
3,616,2,Bengaluru,285777
1,3365,3,Noida,370498
4,2915,,Bengaluru,825090
4,1617,2,Noida,361378
5,667,2,Noida,333013
5,3501,1,Noida,618342
5,2238,1,Bengaluru,694987
3,,1,Noida,329896
4,3208,1,Bengaluru,845456
3,1194,1,Gurugram,298176
1,1424,1,Bengaluru,324126
5,651,2,Bengaluru,379237
3,1085,,Bengaluru,382283
3,1412,2,Bengaluru,433456
1,2821,3,Gurugram,492833
2,2077,3,Bengaluru,536500
4,995,1,Noida,352053
2,2648,2,Noida,400191
5,1056,3,Gurugram,435992
3,1605,3,Gurugram,429731
,2052,2,,396214
1,2620,3,Gurugram,478755
4,3585,3,Gurugram,747072
2,656,2,Gurugram,215659
4,1234,3,Noida,333882
3,2679,2,Bengaluru,699218
4,3909,3,Bengaluru,1008622
1,3566,,Bengaluru,804251
1,1927,3,Gurugram,353167
5,3947,3,Gurugram,854565
5,1058,2,Bengaluru,467261
3,2654,3,Bengaluru,698619
2,2812,2,Bengaluru,676036
4,3776,2,Gurugram,792986
3,3650,3,Gurugram,711797
5,654,1,Bengaluru,393097
4,3535,3,Noida,586045
5,1496,1,Gurugram,495473
4,2794,1,Bengaluru,764584
2,1030,3,Bengaluru,352641
3,3405,1,Gurugram,678130
4,2471,2,Gurugram,597133
1,3085,2,Bengaluru,675986
1,1228,1,Gurugram,249691
4,1677,2,,562445
4,653,3,Bengaluru,348648
4,591,2,,362085
1,2885,1,Bengaluru,689470
1,2003,3,Gurugram,367307
4,2216,2,Gurugram,542996
5,3702,3,Gurugram,826399
5,2997,1,Noida,533508
2,2516,2,Noida,354074
3,3357,3,Noida,532844
5,1286,3,Bengaluru,535559
1,772,2,Noida,185580
,2527,3,Noida,526929
2,3135,3,Noida,451827
2,676,1,Bengaluru,227114
3,3378,,,495596
5,1142,1,Gurugram,433056
1,2398,1,Noida,257718
1,3620,1,Bengaluru,767500
4,1066,,Bengaluru,435918
1,1165,2,Bengaluru,314653
3,3926,1,Gurugram,723932
3,1831,3,Gurugram,447430
1,3415,2,Gurugram,534857
1,2298,3,Gurugram,424631
4,1569,1,Gurugram,470555
1,2849,1,Noida,370972
4,3415,3,Bengaluru,938361
,3459,3,Noida,586439
1,907,3,Gurugram,239214
2,1712,2,Gurugram,373014
2,3369,1,Gurugram,604912
4,2353,3,Bengaluru,723412
1,,1,Bengaluru,396169
2,3108,3,Bengaluru,715695
1,3837,1,Gurugram,659881
1,,2,Noida,229702
,3011,1,Gurugram,498307
5,643,3,Bengaluru,428178
1,2989,1,Bengaluru,674681
5,3771,2,Bengaluru,1005062
4,3728,2,Noida,589658
,986,1,,190431
2,1359,3,Gurugram,316211
2,3705,2,Bengaluru,801144
2,2435,2,Bengaluru,586720
2,647,1,Bengaluru,235977
2,1859,2,,342184
2,3642,2,Noida,456762
4,3804,3,Noida,622541
1,1857,3,Noida,237453
3,3358,3,Gurugram,680555
5,3213,1,,548232
3,589,2,Bengaluru,295988
3,1857,1,Bengaluru,524884
1,698,2,Gurugram,156346
,3732,2,Noida,390310
1,,2,Noida,155822
2,3692,3,Bengaluru,881694
4,800,1,Gurugram,361001
2,1223,1,Gurugram,289064
4,2098,2,Bengaluru,637598
4,3510,1,Gurugram,722950
3,1959,3,Gurugram,498435
3,567,1,Bengaluru,268586
4,,2,Bengaluru,839074
4,2037,3,Bengaluru,642364
2,897,3,Gurugram,267008
2,1119,2,Gurugram,267444
3,3857,1,Bengaluru,967051
1,2084,2,Gurugram,411918
4,1663,1,Bengaluru,588083
2,1229,1,Bengaluru,333812
,1055,,Bengaluru,396280
2,,2,Noida,349333
4,3328,3,Noida,571673
4,2251,2,Noida,450944
5,3441,2,Bengaluru,949920
1,3157,3,Gurugram,548977
5,3295,,Noida,641315
3,2829,,Noida,450193
2,3208,1,Gurugram,547148
3,3471,2,Noida,506376
4,1495,2,Noida,347594
5,2459,3,Bengaluru,753404
5,,3,Noida,504286
5,3293,2,Noida,617118
3,1980,1,Bengaluru,539139
4,2634,1,Bengaluru,725786
2,1602,3,Gurugram,356336
2,3776,2,Noida,527962
3,3338,2,Bengaluru,856015
5,3908,1,Gurugram,859738
1,3825,1,Noida,421858
3,2851,,Noida,410914
3,1903,3,Noida,394909
4,2677,2,Gurugram,659928
2,3143,3,Bengaluru,723468
3,1799,2,Bengaluru,574629
3,2222,3,Gurugram,511179
5,3105,2,Gurugram,739113
5,1398,1,Gurugram,443342
1,1706,1,Gurugram,280404
4,3839,1,Noida,548623
1,3893,3,Bengaluru,879216
5,2035,1,Bengaluru,665345
2,,2,Gurugram,215765
5,3331,3,Bengaluru,968862
4,3910,2,Gurugram,804584
5,3221,3,Gurugram,796939
4,2032,2,Noida,406691
4,,2,Bengaluru,359047
4,1657,3,Bengaluru,543343
4,2496,3,Bengaluru,745910
4,1715,1,Noida,403771
2,3927,1,Noida,493641
1,777,2,Gurugram,158687
3,3589,2,Gurugram,732962
1,1023,2,Gurugram,205835
4,679,3,Bengaluru,357743
2,622,3,Bengaluru,232934
5,1769,1,Gurugram,531099
2,2257,,Noida,330300
4,3944,1,Noida,618428
2,3622,3,Bengaluru,843204
2,1594,3,Bengaluru,459556
4,979,3,Bengaluru,407306
,3590,1,Gurugram,673025
3,2297,3,Noida,399701
3,2631,2,Bengaluru,698001
2,3726,1,Bengaluru,831441
,3112,3,Gurugram,746478
4,3166,1,Noida,503584
3,2904,1,Gurugram,594722
5,1315,,Bengaluru,523769
2,3194,3,Bengaluru,765692
5,942,1,Bengaluru,457718
1,3640,1,Noida,396553
3,3070,3,Noida,486129
2,642,2,Noida,192366
4,691,1,Bengaluru,356281
2,1910,1,Gurugram,434867
4,877,2,Bengaluru,380509
2,3128,3,Noida,442743
,1034,3,Bengaluru,521754
5,2216,2,Bengaluru,685734
5,3864,3,Noida,620449
1,1532,3,Bengaluru,397111
4,3842,1,Noida,615064
5,1910,1,Noida,408799
1,2640,1,Noida,317603
4,2489,2,Bengaluru,697441
2,3076,3,Bengaluru,751393
1,1677,3,Gurugram,330873
3,904,1,Bengaluru,366978
1,3387,1,Bengaluru,710502
1,1672,,Bengaluru,412120
4,1388,3,Noida,381232
2,3838,2,Gurugram,696706
3,921,3,Bengaluru,324062
5,2141,2,Noida,492410
5,971,,Gurugram,391036
1,3440,2,Bengaluru,723134
4,1046,2,Noida,331984
4,1130,1,Bengaluru,451344
5,1537,3,Noida,421392
3,3325,3,Bengaluru,861676
2,2329,1,Noida,359777
3,863,2,Noida,255950
2,2666,2,Noida,398526
5,3809,2,Bengaluru,1051327
2,,3,Bengaluru,349500
4,3740,2,,548260
1,3069,3,Noida,336493
1,1133,2,Gurugram,261271
5,2436,1,,611631
4,2180,1,,636080
3,1462,3,Noida,363999
4,3505,3,Gurugram,741076
1,1382,1,Bengaluru,333630
1,,1,Bengaluru,725649
4,1370,2,Bengaluru,489740
4,1015,1,Noida,338381
1,3485,3,Noida,421007
3,1920,1,Gurugram,462387
5,1365,3,Gurugram,486155
5,2653,,Bengaluru,829938
4,1608,2,Bengaluru,514161
5,713,2,Gurugram,331878
1,3692,2,Gurugram,624394
1,3703,2,Gurugram,608500
4,3397,1,Noida,578997
,2744,2,Noida,492738
4,518,1,Gurugram,292095
3,1141,2,Noida,277952
5,3583,2,Noida,615273
4,1604,3,Noida,391550
2,,1,Noida,213194
,1365,3,Noida,260248
1,1273,2,Bengaluru,316943
5,891,1,Gurugram,409746
4,1136,2,Gurugram,356706
2,2854,3,Gurugram,581869
5,3838,1,Bengaluru,1011472
1,3442,3,Noida,443091
3,3199,2,Gurugram,655726
5,3388,2,Noida,567121
5,1525,2,Gurugram,498987
3,3067,1,Bengaluru,799685
5,2174,3,Bengaluru,708728
1,3183,3,Bengaluru,712364
1,3880,2,Gurugram,636651
3,1239,3,Bengaluru,451710
4,2045,1,Noida,405241
2,968,2,Gurugram,301030
4,2759,2,Gurugram,656956
5,,2,Gurugram,541888
2,,1,Noida,264703
3,3351,2,Bengaluru,830473
3,3024,2,Noida,481968
2,1373,2,Noida,288339
1,959,2,Gurugram,249314
2,,3,Noida,372856
5,2049,2,Bengaluru,733895
1,1251,1,Gurugram,252692
3,1961,2,Bengaluru,577782
2,2277,2,Gurugram,443644
,3528,3,Bengaluru,916316
4,,2,Bengaluru,461823
5,2783,3,Gurugram,731523
4,1829,,Gurugram,470588
2,977,3,Bengaluru,323562
2,3226,2,Noida,436572
4,3591,1,Gurugram,728233
2,2763,2,Noida,392320
5,3402,3,Noida,621958
1,,1,Noida,148375
5,3452,1,Gurugram,756618
5,1652,3,Bengaluru,598729
2,909,3,Noida,231902
1,1945,1,Bengaluru,449907
2,1817,1,Gurugram,383826
3,1769,3,Bengaluru,514378
2,2079,2,Bengaluru,551369
2,585,1,Bengaluru,255272
